0,0,0
0,0,0
-0.00070085,0.000237,0.0014196
-0.0025254,-0.00048636,0.0042595
-0.0068158,-0.0026521,0.0060701
-0.011575,-0.0057767,0.0064392
-0.017717,-0.010766,0.0064173
-0.023893,-0.017465,0.0069981
-0.03067,-0.025404,0.0081257
-0.036658,-0.034269,0.0095596
-0.042561,-0.044047,0.011038
-0.047132,-0.054417,0.013719
-0.050337,-0.064616,0.01754
-0.052842,-0.07348,0.021953
-0.054708,-0.08036,0.026479
-0.055819,-0.084168,0.032199
-0.0565,-0.082416,0.039035
-0.055632,-0.076157,0.046717
-0.05151,-0.065932,0.055349
-0.043824,-0.051891,0.065268
-0.031893,-0.036579,0.075294
-0.015934,-0.024516,0.083683
0.0028675,-0.016538,0.090262
0.023863,-0.011359,0.096045
0.045937,-0.0061268,0.10196
0.068227,0.001447,0.1081
0.09125,0.010667,0.11508
0.11445,0.021503,0.12258
0.13893,0.034377,0.13069
0.16502,0.048849,0.13969
0.19418,0.064145,0.16731
0.22804,0.057131,0.19746
0.23535,0.054161,0.20403
0.24371,0.056962,0.20462
0.25711,0.064376,0.21511
0.26581,0.074556,0.23084
0.27007,0.08744,0.24321
0.27485,0.10097,0.25615
0.2781,0.11168,0.26983
0.27602,0.11809,0.28095
0.26848,0.11972,0.28707
0.25425,0.11827,0.28811
0.23399,0.11482,0.28638
0.2082,0.10965,0.28202
0.17776,0.10355,0.27402
0.14048,0.096975,0.2623
0.096436,0.087174,0.2472
0.041759,0.071454,0.22636
-0.050518,0.054963,0.201
-0.165,0.095187,0.17546
-0.23442,0.10261,0.17771
-0.27683,0.095203,0.17361
-0.27628,0.082492,0.12741
-0.26472,0.082021,0.042722
-0.21862,0.1008,-0.08331
-0.14193,0.13265,-0.23928
-0.053675,0.16322,-0.40408
-0.018687,0.17126,-0.52744
-0.043317,0.15457,-0.5913
-0.085395,0.11049,-0.6212
-0.13995,0.055475,-0.63242
-0.21421,0.00093248,-0.61302
-0.27884,-0.048058,-0.57482
-0.29506,-0.077278,-0.55991
-0.27024,-0.074645,-0.58022
-0.22967,-0.056726,-0.61599
-0.2105,-0.051385,-0.62339
-0.21145,-0.080093,-0.58969
