-0.51221,0.80664,-0.16455
-0.50928,0.80664,-0.16455
-0.5083,0.80371,-0.16797
-0.51318,0.80371,-0.16553
-0.51709,0.80566,-0.16357
-0.53223,0.80469,-0.16406
-0.53711,0.79639,-0.16113
-0.54785,0.79443,-0.16113
-0.55078,0.79785,-0.16602
-0.55859,0.80273,-0.16553
-0.56543,0.80664,-0.16602
-0.56494,0.80273,-0.16699
-0.55127,0.81006,-0.16016
-0.54541,0.80908,-0.1582
-0.55029,0.81006,-0.1543
-0.54492,0.81982,-0.14941
-0.54785,0.82568,-0.14795
-0.55322,0.82715,-0.14746
-0.55518,0.83154,-0.14453
-0.55322,0.83984,-0.1416
-0.56104,0.83643,-0.14355
-0.56006,0.83545,-0.14355
-0.56738,0.83545,-0.14258
-0.56836,0.83936,-0.14355
-0.57031,0.83105,-0.15234
-0.57715,0.82178,-0.15088
-0.57764,0.81201,-0.14893
-0.58008,0.80518,-0.15186
-0.5835,0.80713,-0.14697
-0.58691,0.80762,-0.14697
-0.59326,0.80713,-0.14502
-0.60254,0.81299,-0.13916
-0.61719,0.80762,-0.13428
-0.61182,0.81396,-0.13232
-0.61572,0.81396,-0.13037
-0.61816,0.81152,-0.13428
-0.61426,0.80811,-0.1333
-0.61035,0.8042,-0.13916
-0.604,0.79639,-0.13574
-0.60107,0.78955,-0.14502
-0.59473,0.77197,-0.15039
-0.58545,0.77148,-0.14453
-0.57031,0.771,-0.14404
-0.55713,0.77051,-0.14648
-0.55078,0.76807,-0.146
-0.53662,0.76855,-0.14844
-0.52881,0.77881,-0.15039
-0.52881,0.79297,-0.15039
-0.52148,0.80176,-0.14502
-0.52051,0.80078,-0.146
-0.52148,0.80859,-0.14014
-0.52539,0.82617,-0.14014
-0.52637,0.82812,-0.13965
-0.53125,0.84131,-0.13574
-0.53418,0.84326,-0.13428
-0.54102,0.85156,-0.12793
-0.5415,0.85498,-0.13086
-0.54102,0.85254,-0.13086
-0.53662,0.86084,-0.13281
-0.52246,0.8584,-0.12988
-0.51318,0.86328,-0.13525
-0.50635,0.8623,-0.13965
-0.50684,0.86084,-0.14111
-0.51074,0.854,-0.14062
-0.51611,0.8457,-0.13623
-0.52441,0.83496,-0.14209
-0.53613,0.82471,-0.13818
-0.53369,0.81641,-0.13672
-0.53906,0.80957,-0.13672
-0.55225,0.79785,-0.13721
-0.55566,0.79102,-0.13037
-0.55811,0.79053,-0.13672
-0.56299,0.78906,-0.12988
-0.56592,0.78516,-0.13721
-0.56836,0.78076,-0.13525
-0.56836,0.7793,-0.1377
-0.57324,0.78027,-0.13574
-0.56738,0.77002,-0.14062
-0.56885,0.76416,-0.13477
-0.56201,0.76172,-0.13965
-0.55859,0.76611,-0.13916
-0.54443,0.76855,-0.1333
-0.54346,0.77979,-0.13428
-0.5415,0.7959,-0.12646
-0.53564,0.7998,-0.12354
-0.53467,0.80957,-0.12207
-0.53174,0.82178,-0.12549
-0.5249,0.83008,-0.12061
-0.53564,0.84131,-0.11621
-0.54053,0.84912,-0.11768
-0.54785,0.8501,-0.11865
-0.55811,0.86328,-0.11426
-0.5625,0.85498,-0.125
-0.56494,0.85205,-0.12451
-0.56738,0.85107,-0.12646
-0.56836,0.84424,-0.12891
-0.55518,0.83936,-0.13037
-0.55176,0.83203,-0.12646
-0.54688,0.82275,-0.12646
-0.53027,0.82178,-0.12842
-0.52344,0.82227,-0.12646
-0.51904,0.82471,-0.12695
-0.5127,0.82178,-0.125
-0.51172,0.82715,-0.12109
-0.51172,0.82178,-0.11621
-0.51514,0.81641,-0.12695
-0.52246,0.82031,-0.12549
-0.52441,0.80908,-0.13232
-0.5332,0.80469,-0.13086
-0.53711,0.79736,-0.12891
-0.53467,0.77734,-0.13232
-0.53174,0.77344,-0.1377
-0.52979,0.77881,-0.1377
-0.52686,0.77734,-0.14111
-0.53125,0.78418,-0.13525
-0.53369,0.78857,-0.13721
-0.53711,0.79541,-0.12793
-0.54834,0.80371,-0.12891
-0.54639,0.81299,-0.12305
-0.54736,0.82617,-0.12207
-0.55518,0.83838,-0.12305
-0.55322,0.83496,-0.12207
-0.55713,0.83936,-0.12744
-0.5542,0.8291,-0.13379
-0.5542,0.81689,-0.13818
-0.55078,0.80859,-0.13232
-0.55127,0.79736,-0.13818
-0.54346,0.78906,-0.14209
-0.54199,0.78271,-0.14941
-0.53418,0.78076,-0.14551
-0.52539,0.77783,-0.15088
-0.51318,0.77979,-0.15137
-0.50098,0.78076,-0.14355
-0.49268,0.78662,-0.14746
-0.48828,0.79297,-0.1499
-0.48486,0.81055,-0.14404
-0.48828,0.8208,-0.1416
-0.48438,0.83252,-0.13623
-0.49023,0.84521,-0.13965
-0.49268,0.85303,-0.13477
-0.50977,0.86914,-0.13672
-0.51709,0.86572,-0.14014
-0.53467,0.86914,-0.14209
-0.55176,0.86816,-0.14453
-0.56836,0.86719,-0.14844
-0.58105,0.85449,-0.15186
-0.58105,0.85107,-0.15918
-0.58643,0.84717,-0.16309
-0.5918,0.84131,-0.16357
-0.58984,0.83301,-0.16016
-0.59082,0.82715,-0.15967
-0.59033,0.8335,-0.16455
-0.58789,0.81982,-0.16553
-0.58154,0.81348,-0.16504
-0.57617,0.81104,-0.16553
-0.5752,0.80859,-0.16455
-0.56299,0.80078,-0.16211
-0.55371,0.79688,-0.16406
-0.54639,0.78906,-0.16504
-0.55127,0.77441,-0.1665
-0.53613,0.77734,-0.17188
-0.53174,0.77441,-0.17334
-0.53711,0.77002,-0.17822
-0.53418,0.77979,-0.17822
-0.53223,0.77783,-0.17969
-0.53516,0.78662,-0.17871
-0.54248,0.79785,-0.18115
-0.54883,0.80322,-0.18311
-0.55078,0.82373,-0.1748
-0.55762,0.83838,-0.1748
-0.55811,0.84863,-0.17188
-0.57227,0.85938,-0.17383
-0.57861,0.8584,-0.17334
-0.59473,0.86719,-0.17578
-0.61279,0.86914,-0.16602
-0.61426,0.87598,-0.17383
-0.61865,0.87939,-0.17236
-0.625,0.87305,-0.17139
-0.62695,0.87256,-0.17871
-0.63232,0.85938,-0.17773
-0.63867,0.84473,-0.18115
-0.64209,0.83398,-0.18652
-0.64844,0.82715,-0.18311
-0.65771,0.81592,-0.18701
-0.66016,0.81152,-0.18994
-0.66016,0.80371,-0.19434
-0.65771,0.80029,-0.19678
-0.65918,0.80029,-0.19238
-0.65088,0.79297,-0.19482
-0.65771,0.80322,-0.19531
-0.65918,0.82568,-0.18994
-0.66846,0.85156,-0.19092
-0.66016,0.86328,-0.18896
-0.65381,0.88086,-0.19287
-0.65479,0.89453,-0.1958
-0.65576,0.91113,-0.2002
-0.65674,0.92236,-0.20508
-0.6582,0.94189,-0.20703
-0.6626,0.97412,-0.2002
-0.66455,0.53223,-0.22754
-0.90918,-2.6724,-0.33838
0.013672,-5.4302,5.2349
5.1665,-5.2939,15.302
-24.365,-6.5991,36.963
11.904,-3.9521,9.2837
0.72754,-4.2827,-4.5454
-3.2188,-2.6943,-6.3882
-3.4531,-1.376,-8.5767
-2.3286,-0.68311,-10.112
-1.3857,-0.0073242,-10.82
-0.98877,0.16846,-10.825
-0.46973,-0.32275,-10.909
-0.91553,-0.20117,-10.49
-1.0107,-0.034668,-10.335
-1.189,-0.11475,-9.7715
-0.97656,-0.18945,-9.8955
-1.085,-0.17822,-9.9307
-1.0913,-0.18457,-9.9155
-1.1045,-0.19727,-9.9121
-1.1162,-0.21289,-9.8989
-1.1372,-0.22607,-9.8867
-1.1528,-0.23682,-9.877
-1.1685,-0.25049,-9.8716
-1.1841,-0.25928,-9.8618
-1.2031,-0.271,-9.8584
-1.2207,-0.28516,-9.8447
-1.2393,-0.29785,-9.8394
-1.2578,-0.30225,-9.835
-1.2715,-0.31006,-9.8345
